Car Model ,Review,Style,Comfort,Fuel Economy,Performance,Value for Money
2011 Suzuki Swift DX 1.3,"1.4L locally produced car being very spacious, can cope up really well with 5 people on board, amazing brakes and great power to weight ratio. Equipped with android screen with apple and android screen mirroring, bluetooth, wifi and what not. Amazing sterio and top notch very responsive transmission. Fog lamps, airpress and garnishes as well. The only thing bothers me is the electronic power steering, the lack of feedback really sometimes is upsetting. But the comfort, seats and suspension are always there to make you forget it. Just glides through bumps and potholes. Turning radius is also a bit worse than city and corolla but better practicality comparatively. Built quality is so superior as well. Every where you touch just speaks quality. Overall a great sedan and value for money. Isn’t perfect although and i miss sunroof, multimedia steering column and mostly, ALLOY RIMS. But at this stage I’m nitpicking. This car does make it upto all it shortcomings. More ",4-rating,2-rating,2-rating,4-rating,3-rating
2019 Suzuki Cultus Auto Gear Shift,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),5-rating,1-rating,3-rating,4-rating,5-rating
2007 Suzuki Cultus VXLi (CNG),"Got my Alto VXR on Tuesday 30th July, exterior gives the impression of being a small car (yes, it's hatchback, we all know what), but when you sit in, its spaciousness appallingly greets you. Its bigger than Wagonr by few millimetres. Suspension is one of the things I liked most. I drove it with 4 adults and 2 children, reached to 120km before university gate reached, neans before 2km distance it reached that mark. With AC on, trip meter shiwed Avg to be at 16.8km/L,but mixed driving style. I should not say it's underpowered as I know I bought 658cc car, so it surpassed my expectations. AC performance is 3.8/5. Much better than the stupid Mehran. While I was driving, drivers of cars coming from opposite side noticed my car and seemed to say 'ACHA, YE HAY WO NEW ALTO, ACHI LAG RAHI HAY'. I enjoyed riding and to add to my joy and pumous looks, I even put My dark Infinix glasses on. Cheers...  More ",2-rating,3-rating,5-rating,5-rating,4-rating
2015 Toyota Vitz F 1.0,Do you find this review helpful? YesNo Report (3 out of 3 people found this review helpful),2-rating,2-rating,3-rating,4-rating,4-rating
1996 Honda Civic EXi,I got my Honda Civic 96 in genuine condition with original paint . I love the style of this car i think these cars are better then the new civic x.Its performance is very good and maintenance is also cheap as compared to many cars now a days.The build quality of this car is very good and the drive after 200k miles is still smooth .The fuel economy of this car is okay but not that good .The parts of this car are available . Ac of this car is very good as it cools the car really fast in hot day . Final Words : The car is really good for its budget you cannot get a better car then in a budget of 600k.Every thing on this car is good . (I want to do a owner review ) Thankyou. More ,5-rating,4-rating,3-rating,4-rating,5-rating
2013 Subaru Pleo F SPECIAL,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),4-rating,3-rating,4-rating,5-rating,4-rating
1970 Nissan Blue Bird 1.8SSS,Overall Car is amazing when it comes to fuel average yet its a 3 Cylinder Car however Vibration is myth for this Car Like Vitz . As long as you have a good running this car fits.  Mertis  18KM Average 22KM Highway Eco Idle Alloy Rims Power Window/Steering/Mirror  Problems Its Actually Careem / Uber Car Lookwise you lose Lower Grounded Even on Normal Jump Two Passenger Weight will Crack.  but People who Maintained like Well its a Fuel sufficient Car.,3-rating,4-rating,5-rating,5-rating,4-rating
1996 Daewoo Racer Base Grade 1.5,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),4-rating,5-rating,5-rating,4-rating,5-rating
2011 Toyota Camry Up-Spec Automatic 2.4,"The Datsun 510 was a series of the Datsun Bluebird sold from 1968 to 1973, and offered outside the U.S. and Canada as the Datsun 1600.  According to AutoWeek's G.D. Levy, the 510 has often been called the ""poor man's BMW.""  The 510's engineering was inspired by contemporary European sedans, particularly the 1966 BMW 1600-2 — incorporating a SOHC engine, MacPherson strut suspension in front and independent, semi-trailing arms in the back.[3] The styling is attributed to Datsun in-house designer, Teruo Uchino.[citation needed]  The engine was promoted by Nissan USA president Yutaka Katayama, a design developed through Prince, an acquisition.[4]  Launched in October 1967, body styles included a two-door sedan (1968), four-door sedan, five-door station wagon and two-door coupé (November 1968).  The 510 range became famous for Nissan's rallying successes outside Japan and paved the way for greater Nissan sales internationally. More ",5-rating,4-rating,5-rating,5-rating,5-rating
2017 Honda Civic Oriel 1.8 i-VTEC CVT,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),2-rating,5-rating,4-rating,4-rating,3-rating
2014 Mitsubishi Mirage 1.0 G,New Condition Daewoo racer Chill ac fresh sprayed neat & Clean Interior Best Drive & Value For Money Average 11-12 Excellent Road Grip Using Daewoo Racer Since 2009 10 TImes Better Than Mehran Khyber Charade Comfort - 5 Star Excellent Performance ,4-rating,5-rating,4-rating,5-rating,5-rating
2013 Suzuki Mehran VX Euro II,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),5-rating,4-rating,5-rating,5-rating,5-rating
2016 Suzuki Mehran VXR Euro II,"I am based in the US and own a 2011 Camry SE 2.4. Its the sporty version of Camry. It is different from the regular Camry as it has dual exhausts, 15% stiffer suspension, 3-spoke steering wheel, front air dam, side skirts, rear spoiler, rear bumper skirts. Styling is a personal thing, I think its a nice looking car and looks nice even now, after almost 8 years.Noticeable features in this Camry are 4-auto-up/down windows, JBL 6-in-dash-CD changer, 8 airbags including knee air bag, great bluetooth connectivity, LED tail lights, 6-speed automatic transmission. Acceleration, braking & fuel economy are mid pack. Consumes approx. 10km/l in city with AC and 14km/l on highway of average driving with automatic transmission. Some good features to cut down maintenance cost include hydraulic valve adjusters, automatic v-belt tensioner. I wish it was less noisy at speed. You can check out a few of my videos More ",5-rating,5-rating,4-rating,3-rating,5-rating
2014 Toyota Corolla Fielder Hybrid G WB,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),4-rating,4-rating,4-rating,5-rating,4-rating
2006 Toyota Premio X 1.8,"Good car but cost too much. Not value to money. But drive, suspension, road grip, is very good. And I think if you are purchasing this car you must get imported tyres but they give you local general tyres which you have to change for must. The fuel economy is good not excellent. And I think they have to give us electric seats also because this is the thing i miss in this car",5-rating,5-rating,5-rating,4-rating,5-rating
2019 Isuzu D-Max V-Cross Automatic 3.0,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),5-rating,4-rating,5-rating,3-rating,5-rating
2018 KIA Grand Carnival EX,"We bought this car in Nov 2018, considering it for family use as we have 6 family members. It has been almost 9months, we have almost driven 25000km and have done a road trip to karachi with my family from Islamabad with lots of luggage. It was an amazing experience and we could not have gotten this cumfort level in any other vehicle other than in such a road trip. This beast is just love, with amazing amount of power and comfort for family. It does not disappoint in any aspect.",5-rating,5-rating,5-rating,5-rating,5-rating
2019 Suzuki Wagon R VXL,Do you find this review helpful? YesNo Report (2 out of 2 people found this review helpful),5-rating,5-rating,5-rating,5-rating,4-rating
2019 Toyota Corolla GLi 1.3 VVTi Special Edition,when come to interior it has better utility then any other due to tall boy look it has bigger cabin and entry exit is quite good for a aged person due to its height its flat floor bed in rear 2 adults can easily fit with a child due to tall boy it look bigger then anyother rear seats are foldable for more luggage with a luggage try come to suspention no less then a sedan better then city or japneese 660 due to its a pakistani car made for pakistani roads as far as performance is concerned it is equipped with k series which is known for its performance and fuel consumption a little bit less then cultus but its good it has better resale then any other just like mehran its parts are quite expensive as compared its value in total it is value for mony in 13 lacs unfortunately prices got high due to our rupee devalueation but in 13 lacs its value for mony it’s registration cost is 41000 filer i hope u will call me for the reviw it will be thankful  More ,5-rating,5-rating,5-rating,5-rating,5-rating
2000 Honda Civic VTi Oriel 1.6,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),5-rating,5-rating,5-rating,4-rating,4-rating
2018 Suzuki Cultus VXR,"It is a great car with good ground clearance It has great looks It is a very good car It has a luxurious style back lights Its front headlights are too much sporty It has indicators on side mirrors It has 15"" inch steel rims with wheel cap It has a good trunk space It has 55 litres of fuel tank It has a huge leg room and head room It has keyless entry as well as immobilizer in it It has led parking lights which enhance the looks of car It has 4 speakers Its ac performance is too much good It has a partial chrome grill It has a high mounted brake lamp It has excellent abs brakes It has fabric seats it has an arm rest on front as well as back with two cup holders on the back and two cup holders on the front it has halogen headlights and lava back lights it has rpm upto 8000 it has child seat anchors it has flat rear floor bed it has power windows it has central locking system it has a five speed manual transmission  More ",5-rating,3-rating,5-rating,5-rating,3-rating
